order_id,date,category,area,quantity,price,payment_mode,profit
ORD0378,2026-05-16,Kurta,T Nagar,4,2385,UPI,1912.04
ORD0379,2026-05-17,Saree,Velachery,3,4459,UPI,1428.09
ORD0380,2026-05-17,Saree,Anna Nagar,1,3356,UPI,734.2
ORD0381,2026-05-18,Saree,Anna Nagar,2,1792,UPI,894.33
ORD0382,2026-05-18,Kurta,Anna Nagar,2,1125,UPI,286.89
ORD0383,2026-05-18,Kurta,T Nagar,1,1713,UPI,188.64
ORD0384,2026-05-19,Saree,T Nagar,4,2496,Cash,815.93
ORD0385,2026-05-19,Saree,T Nagar,3,1806,UPI,484.64
ORD0386,2026-05-19,Saree,T Nagar,1,4087,UPI,950.02
ORD0387,2026-05-20,Saree,Velachery,3,4344,UPI,3615.56
ORD0388,2026-05-20,Kurta,Velachery,2,813,UPI,144.68
ORD0389,2026-05-20,Kurta,Anna Nagar,1,967,Cash,222.04
ORD0390,2026-05-21,Saree,Anna Nagar,2,4080,UPI,770.08
ORD0391,2026-05-21,Kurta,Velachery,1,967,UPI,191.88
ORD0392,2026-05-22,Saree,Anna Nagar,1,1834,Cash,424.05
ORD0393,2026-05-22,Saree,T Nagar,4,3236,UPI,1965.43
ORD0394,2026-05-22,Kurta,T Nagar,3,2342,UPI,577.45
ORD0395,2026-05-23,Kurta,Velachery,1,1169,UPI,232.68
ORD0396,2026-05-23,Kurta,Anna Nagar,4,1666,UPI,1854.25
ORD0397,2026-05-23,Saree,T Nagar,3,4323,UPI,1705.73
ORD0398,2026-05-24,Saree,Velachery,4,2153,UPI,1015.34
ORD0399,2026-05-24,Saree,Velachery,3,2031,UPI,638.46
ORD0400,2026-05-24,Saree,T Nagar,2,3624,UPI,1384.74
ORD0401,2026-05-25,Kurta,T Nagar,3,1613,UPI,964.36
ORD0402,2026-05-25,Kurta,Anna Nagar,3,2141,UPI,1531.59
ORD0403,2026-05-26,Saree,Velachery,3,3661,Cash,2532.84
ORD0404,2026-05-26,Kurta,T Nagar,1,1812,UPI,468.42
ORD0405,2026-05-26,Saree,Anna Nagar,2,2467,UPI,1189.86
ORD0406,2026-05-27,Kurta,T Nagar,1,2255,UPI,291.92
ORD0407,2026-05-27,Saree,Anna Nagar,2,2424,UPI,926.82
ORD0408,2026-05-27,Saree,T Nagar,1,3544,UPI,494.33
ORD0409,2026-05-28,Kurta,Velachery,1,929,Cash,135.59
ORD0410,2026-05-28,Saree,T Nagar,4,1287,Cash,1371.37
ORD0411,2026-05-28,Saree,T Nagar,1,2950,UPI,638.32
ORD0412,2026-05-29,Saree,Anna Nagar,4,1363,UPI,1498.85
ORD0413,2026-05-29,Saree,T Nagar,1,4272,Cash,697.97
ORD0414,2026-05-29,Saree,T Nagar,4,3185,UPI,2388.59
ORD0415,2026-05-30,Saree,T Nagar,2,2427,UPI,861.21
ORD0416,2026-05-30,Kurta,Velachery,3,1488,UPI,452.91
ORD0417,2026-05-31,Kurta,Anna Nagar,2,1817,UPI,462.76
ORD0418,2026-05-31,Saree,Anna Nagar,2,2058,Cash,763.63
ORD0419,2026-05-31,Saree,T Nagar,2,2151,UPI,402.13
ORD0420,2026-06-01,Kurta,T Nagar,3,1380,Cash,1102.45
ORD0421,2026-06-01,Kurta,T Nagar,2,1286,UPI,269.47
ORD0422,2026-06-01,Kurta,Velachery,3,2087,UPI,748.79
ORD0423,2026-06-02,Kurta,Anna Nagar,4,922,UPI,859.54
ORD0424,2026-06-02,Kurta,Velachery,2,1672,UPI,332.35
ORD0425,2026-06-02,Saree,Velachery,2,2350,UPI,1222.26
ORD0426,2026-06-03,Saree,T Nagar,1,3052,UPI,687.13
ORD0427,2026-06-03,Kurta,Anna Nagar,2,1809,UPI,339.09
ORD0428,2026-06-04,Kurta,Velachery,1,1277,Cash,278.86
ORD0429,2026-06-04,Saree,T Nagar,1,3690,UPI,761.34
ORD0430,2026-06-04,Kurta,T Nagar,4,1875,UPI,1736.02
ORD0431,2026-06-05,Saree,T Nagar,1,1636,UPI,401.87
ORD0432,2026-06-05,Kurta,T Nagar,2,1911,UPI,854.87
ORD0433,2026-06-05,Kurta,T Nagar,4,991,Cash,781.84
ORD0434,2026-06-06,Saree,Velachery,4,2238,Cash,1293.5
ORD0435,2026-06-06,Saree,Velachery,1,2686,Cash,589.46
ORD0436,2026-06-06,Saree,T Nagar,1,3061,UPI,830.74
ORD0437,2026-06-07,Kurta,T Nagar,2,2081,UPI,822.01
ORD0438,2026-06-07,Kurta,Anna Nagar,3,1999,UPI,1276.58
ORD0439,2026-06-07,Saree,Anna Nagar,4,3986,UPI,2669.43
ORD0440,2026-06-08,Saree,Velachery,1,1418,UPI,327.88
ORD0441,2026-06-08,Kurta,T Nagar,1,1987,UPI,555.43
ORD0442,2026-06-09,Saree,Anna Nagar,2,1203,UPI,269.66
ORD0443,2026-06-09,Saree,T Nagar,4,1231,UPI,593.25
ORD0444,2026-06-09,Saree,T Nagar,1,1900,UPI,356.99
ORD0445,2026-06-10,Kurta,Anna Nagar,2,2179,Cash,768.21
ORD0446,2026-06-10,Kurta,Velachery,1,893,Cash,173.52
ORD0447,2026-06-10,Saree,Velachery,1,3752,UPI,336.99
ORD0448,2026-06-11,Kurta,Velachery,4,1595,Cash,1026.26
ORD0449,2026-06-11,Kurta,Velachery,1,1655,UPI,325.37
ORD0450,2026-06-11,Saree,T Nagar,2,1767,Cash,696.33
ORD0451,2026-06-12,Kurta,T Nagar,4,756,Cash,639.48
ORD0452,2026-06-12,Kurta,T Nagar,3,1614,UPI,1084.82
ORD0453,2026-06-13,Saree,T Nagar,1,1513,Cash,315.17
ORD0454,2026-06-13,Saree,Anna Nagar,2,2750,Cash,1309.27
ORD0455,2026-06-13,Kurta,T Nagar,4,1198,Cash,982.13
ORD0456,2026-06-14,Kurta,Velachery,2,2490,Cash,933.76
ORD0457,2026-06-14,Saree,Anna Nagar,3,3973,UPI,2398.57
ORD0458,2026-06-14,Kurta,Anna Nagar,3,1575,UPI,473.63
ORD0459,2026-06-15,Kurta,T Nagar,3,1622,Cash,655.12
ORD0460,2026-06-15,Saree,Velachery,1,1396,UPI,258.93
ORD0461,2026-06-15,Kurta,Anna Nagar,4,2359,UPI,2402.38
ORD0462,2026-06-16,Saree,Velachery,4,1910,UPI,1648.79
ORD0463,2026-06-16,Kurta,Anna Nagar,1,2451,UPI,240.4
ORD0464,2026-06-17,Saree,Anna Nagar,4,3133,UPI,2487.04
ORD0465,2026-06-17,Saree,Anna Nagar,4,2730,Cash,1357.88
ORD0466,2026-06-17,Kurta,T Nagar,3,1767,UPI,1202.28
ORD0467,2026-06-18,Saree,Velachery,2,2193,Cash,1076.71
ORD0468,2026-06-18,Kurta,T Nagar,2,1110,Cash,441.09
ORD0469,2026-06-18,Saree,Velachery,4,1289,UPI,1022.29
ORD0470,2026-06-19,Kurta,Anna Nagar,1,1847,UPI,272.84
ORD0471,2026-06-19,Kurta,Velachery,4,1800,UPI,1218.6
ORD0472,2026-06-19,Kurta,T Nagar,4,791,Cash,799.93
ORD0473,2026-06-20,Saree,T Nagar,3,2568,Cash,1730.81
ORD0474,2026-06-20,Saree,Anna Nagar,2,1883,UPI,692.76
ORD0475,2026-06-20,Kurta,T Nagar,3,731,UPI,336.95
ORD0476,2026-06-21,Kurta,T Nagar,1,1544,UPI,139.08
ORD0477,2026-06-21,Kurta,T Nagar,4,1589,UPI,690.27
ORD0478,2026-06-22,Saree,T Nagar,2,1781,Cash,422.47
ORD0479,2026-06-22,Kurta,Velachery,1,1209,Cash,187.0
ORD0480,2026-06-22,Saree,Velachery,4,1644,UPI,1767.82
ORD0481,2026-06-23,Saree,T Nagar,3,3350,Cash,1819.36
ORD0482,2026-06-23,Kurta,T Nagar,3,808,UPI,307.77
ORD0483,2026-06-23,Saree,T Nagar,1,1794,Cash,181.46
ORD0484,2026-06-24,Kurta,T Nagar,4,2179,UPI,1287.01
ORD0485,2026-06-24,Saree,T Nagar,3,2334,UPI,1702.51
ORD0486,2026-06-24,Saree,Velachery,4,2390,Cash,1497.75
ORD0487,2026-06-25,Saree,T Nagar,4,2006,UPI,1881.64
ORD0488,2026-06-25,Kurta,T Nagar,1,2107,UPI,506.82
ORD0489,2026-06-26,Kurta,T Nagar,1,2326,Cash,237.63
ORD0490,2026-06-26,Kurta,T Nagar,4,1470,UPI,1186.18
ORD0491,2026-06-26,Kurta,T Nagar,3,1520,UPI,1239.5
ORD0492,2026-06-27,Kurta,T Nagar,2,1848,UPI,592.94
ORD0493,2026-06-27,Kurta,Anna Nagar,2,1047,UPI,188.86
ORD0494,2026-06-27,Kurta,T Nagar,3,2241,UPI,1779.31
ORD0495,2026-06-28,Saree,Velachery,4,2581,UPI,2650.51
ORD0496,2026-06-28,Saree,Velachery,1,1877,Cash,346.17
ORD0497,2026-06-28,Saree,T Nagar,3,3843,UPI,2195.71
ORD0498,2026-06-29,Saree,T Nagar,4,4131,UPI,2021.68
ORD0499,2026-06-29,Kurta,Anna Nagar,2,1482,Cash,722.89
ORD0500,2026-06-30,Saree,Anna Nagar,2,4267,UPI,1533.73
